Africa Eastern and Southern,AFE,Mobile cellular subscriptions,IT.CEL.SETS,Year,Subscribers
Malawi,MWI,Mobile cellular subscriptions,IT.CEL.SETS,361512328,5632514.0
Malaysia,MYS,Mobile cellular subscriptions,IT.CEL.SETS,361512328,44928600.0
North America,NAC,Mobile cellular subscriptions,IT.CEL.SETS,361512328,351445491.0
Namibia,NAM,Mobile cellular subscriptions,IT.CEL.SETS,361512328,2670983.0
New Caledonia,NCL,Mobile cellular subscriptions,IT.CEL.SETS,361512328,243100.0
Niger,NER,Mobile cellular subscriptions,IT.CEL.SETS,361512328,8236400.0
Nigeria,NGA,Mobile cellular subscriptions,IT.CEL.SETS,361512328,138960320.0
Nicaragua,NIC,Mobile cellular subscriptions,IT.CEL.SETS,361512328,7067860.0
Netherlands,NLD,Mobile cellular subscriptions,IT.CEL.SETS,361512328,19562000.0
Norway,NOR,Mobile cellular subscriptions,IT.CEL.SETS,361512328,5737961.0
Nepal,NPL,Mobile cellular subscriptions,IT.CEL.SETS,361512328,23021340.0
New Zealand,NZL,Mobile cellular subscriptions,IT.CEL.SETS,361512328,5100000.0
OECD members,OED,Mobile cellular subscriptions,IT.CEL.SETS,361512328,1472334117.0
Oman,OMN,Mobile cellular subscriptions,IT.CEL.SETS,361512328,6194169.0
Other small states,OSS,Mobile cellular subscriptions,IT.CEL.SETS,361512328,32922099.0
Pakistan,PAK,Mobile cellular subscriptions,IT.CEL.SETS,361512328,135762031.0
Panama,PAN,Mobile cellular subscriptions,IT.CEL.SETS,361512328,6906090.0
Peru,PER,Mobile cellular subscriptions,IT.CEL.SETS,361512328,31880043.0
Philippines,PHL,Mobile cellular subscriptions,IT.CEL.SETS,361512328,111326045.0
Palau,PLW,Mobile cellular subscriptions,IT.CEL.SETS,361512328,19114.0
Papua New Guinea,PNG,Mobile cellular subscriptions,IT.CEL.SETS,361512328,3358900.0
Poland,POL,Mobile cellular subscriptions,IT.CEL.SETS,361512328,56905306.0
Pre-demographic dividend,PRE,Mobile cellular subscriptions,IT.CEL.SETS,361512328,559471203.0
Puerto Rico,PRI,Mobile cellular subscriptions,IT.CEL.SETS,361512328,3208824.0
"Korea, Dem. People's Rep.",PRK,Mobile cellular subscriptions,IT.CEL.SETS,361512328,2800000.0
Portugal,PRT,Mobile cellular subscriptions,IT.CEL.SETS,361512328,11895627.0
Paraguay,PRY,Mobile cellular subscriptions,IT.CEL.SETS,361512328,7305277.0
West Bank and Gaza,PSE,Mobile cellular subscriptions,IT.CEL.SETS,361512328,3197550.0
Pacific island small states,PSS,Mobile cellular subscriptions,IT.CEL.SETS,361512328,1651861.0
Post-demographic dividend,PST,Mobile cellular subscriptions,IT.CEL.SETS,361512328,1247552150.0
French Polynesia,PYF,Mobile cellular subscriptions,IT.CEL.SETS,361512328,255123.0
Qatar,QAT,Mobile cellular subscriptions,IT.CEL.SETS,361512328,3305822.0
Romania,ROU,Mobile cellular subscriptions,IT.CEL.SETS,361512328,22920000.0
Russian Federation,RUS,Mobile cellular subscriptions,IT.CEL.SETS,361512328,221030353.0
Rwanda,RWA,Mobile cellular subscriptions,IT.CEL.SETS,361512328,7747019.0
South Asia,SAS,Mobile cellular subscriptions,IT.CEL.SETS,361512328,1271478661.0
Saudi Arabia,SAU,Mobile cellular subscriptions,IT.CEL.SETS,361512328,52735000.0
Sudan,SDN,Mobile cellular subscriptions,IT.CEL.SETS,361512328,27796611.0
Senegal,SEN,Mobile cellular subscriptions,IT.CEL.SETS,361512328,14379729.0
Singapore,SGP,Mobile cellular subscriptions,IT.CEL.SETS,361512328,8103800.0
Solomon Islands,SLB,Mobile cellular subscriptions,IT.CEL.SETS,361512328,376696.0
Sierra Leone,SLE,Mobile cellular subscriptions,IT.CEL.SETS,361512328,4756800.0
El Salvador,SLV,Mobile cellular subscriptions,IT.CEL.SETS,361512328,9193342.0
San Marino,SMR,Mobile cellular subscriptions,IT.CEL.SETS,361512328,37600.0
Somalia,SOM,Mobile cellular subscriptions,IT.CEL.SETS,361512328,5500000.0
Serbia,SRB,Mobile cellular subscriptions,IT.CEL.SETS,361512328,9344977.0
Sub-Saharan Africa (excluding high income),SSA,Mobile cellular subscriptions,IT.CEL.SETS,361512328,680829147.0
South Sudan,SSD,Mobile cellular subscriptions,IT.CEL.SETS,361512328,2876097.0
Sub-Saharan Africa,SSF,Mobile cellular subscriptions,IT.CEL.SETS,361512328,680980483.0
Small states,SST,Mobile cellular subscriptions,IT.CEL.SETS,361512328,42526765.0
Sao Tome and Principe,STP,Mobile cellular subscriptions,IT.CEL.SETS,361512328,128500.0
Suriname,SUR,Mobile cellular subscriptions,IT.CEL.SETS,361512328,927800.0
Slovak Republic,SVK,Mobile cellular subscriptions,IT.CEL.SETS,361512328,6378095.0
Slovenia,SVN,Mobile cellular subscriptions,IT.CEL.SETS,361512328,2326386.0
Sweden,SWE,Mobile cellular subscriptions,IT.CEL.SETS,361512328,12312533.0
Eswatini,SWZ,Mobile cellular subscriptions,IT.CEL.SETS,361512328,916800.0
Seychelles,SYC,Mobile cellular subscriptions,IT.CEL.SETS,361512328,151336.0
Syrian Arab Republic,SYR,Mobile cellular subscriptions,IT.CEL.SETS,361512328,14039749.0
Chad,TCD,Mobile cellular subscriptions,IT.CEL.SETS,361512328,5251560.0
East Asia & Pacific (IDA & IBRD countries),TEA,Mobile cellular subscriptions,IT.CEL.SETS,361512328,2064688251.0
Europe & Central Asia (IDA & IBRD countries),TEC,Mobile cellular subscriptions,IT.CEL.SETS,361512328,574852056.0
Togo,TGO,Mobile cellular subscriptions,IT.CEL.SETS,361512328,4516114.0
Thailand,THA,Mobile cellular subscriptions,IT.CEL.SETS,361512328,97096000.0
Tajikistan,TJK,Mobile cellular subscriptions,IT.CEL.SETS,361512328,7999100.0
Turkmenistan,TKM,Mobile cellular subscriptions,IT.CEL.SETS,361512328,7206100.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,Mobile cellular subscriptions,IT.CEL.SETS,361512328,705418817.0
Timor-Leste,TLS,Mobile cellular subscriptions,IT.CEL.SETS,361512328,1375749.0
Middle East & North Africa (IDA & IBRD countries),TMN,Mobile cellular subscriptions,IT.CEL.SETS,361512328,354307083.0
Tonga,TON,Mobile cellular subscriptions,IT.CEL.SETS,361512328,68000.0
South Asia (IDA & IBRD),TSA,Mobile cellular subscriptions,IT.CEL.SETS,361512328,1271478661.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,Mobile cellular subscriptions,IT.CEL.SETS,361512328,680980483.0
Trinidad and Tobago,TTO,Mobile cellular subscriptions,IT.CEL.SETS,361512328,1980566.0
Tunisia,TUN,Mobile cellular subscriptions,IT.CEL.SETS,361512328,14283633.0
Turkiye,TUR,Mobile cellular subscriptions,IT.CEL.SETS,361512328,71888416.0
Tuvalu,TUV,Mobile cellular subscriptions,IT.CEL.SETS,361512328,3800.0
Tanzania,TZA,Mobile cellular subscriptions,IT.CEL.SETS,361512328,31862656.0
Uganda,UGA,Mobile cellular subscriptions,IT.CEL.SETS,361512328,20365941.0
Ukraine,UKR,Mobile cellular subscriptions,IT.CEL.SETS,361512328,61170229.0
Upper middle income,UMC,Mobile cellular subscriptions,IT.CEL.SETS,361512328,2889292902.0
Uruguay,URY,Mobile cellular subscriptions,IT.CEL.SETS,361512328,5497094.0
United States,USA,Mobile cellular subscriptions,IT.CEL.SETS,361512328,322597000.0
Uzbekistan,UZB,Mobile cellular subscriptions,IT.CEL.SETS,361512328,21639200.0
St. Vincent and the Grenadines,VCT,Mobile cellular subscriptions,IT.CEL.SETS,361512328,115017.0
"Venezuela, RB",VEN,Mobile cellular subscriptions,IT.CEL.SETS,361512328,30528022.0
British Virgin Islands,VGB,Mobile cellular subscriptions,IT.CEL.SETS,361512328,54764.0
Viet Nam,VNM,Mobile cellular subscriptions,IT.CEL.SETS,361512328,136148124.0
Vanuatu,VUT,Mobile cellular subscriptions,IT.CEL.SETS,361512328,156051.0
World,WLD,Mobile cellular subscriptions,IT.CEL.SETS,361512328,6966384655.0
Samoa,WSM,Mobile cellular subscriptions,IT.CEL.SETS,361512328,106524.0
"Yemen, Rep.",YEM,Mobile cellular subscriptions,IT.CEL.SETS,361512328,17100000.0
South Africa,ZAF,Mobile cellular subscriptions,IT.CEL.SETS,361512328,79280731.0
Zambia,ZMB,Mobile cellular subscriptions,IT.CEL.SETS,361512328,10114867.0
Zimbabwe,ZWE,Mobile cellular subscriptions,IT.CEL.SETS,361512328,11798652.0
Afghanistan,AFG,Mobile cellular subscriptions,IT.CEL.SETS,403793199,19709038.0
Africa Western and Central,AFW,Mobile cellular subscriptions,IT.CEL.SETS,403793199,348206501.0
Angola,AGO,Mobile cellular subscriptions,IT.CEL.SETS,403793199,13884532.0
Albania,ALB,Mobile cellular subscriptions,IT.CEL.SETS,403793199,3400955.0
Andorra,AND,Mobile cellular subscriptions,IT.CEL.SETS,403793199,71336.0
Arab World,ARB,Mobile cellular subscriptions,IT.CEL.SETS,403793199,419013963.0
United Arab Emirates,ARE,Mobile cellular subscriptions,IT.CEL.SETS,403793199,17942560.0
Argentina,ARG,Mobile cellular subscriptions,IT.CEL.SETS,403793199,61842011.0
Armenia,ARM,Mobile cellular subscriptions,IT.CEL.SETS,403793199,3464490.0
Antigua and Barbuda,ATG,Mobile cellular subscriptions,IT.CEL.SETS,403793199,176000.0
Australia,AUS,Mobile cellular subscriptions,IT.CEL.SETS,403793199,25770000.0
Austria,AUT,Mobile cellular subscriptions,IT.CEL.SETS,403793199,13470623.0
Azerbaijan,AZE,Mobile cellular subscriptions,IT.CEL.SETS,403793199,10697132.0
Burundi,BDI,Mobile cellular subscriptions,IT.CEL.SETS,403793199,4997696.0
Belgium,BEL,Mobile cellular subscriptions,IT.CEL.SETS,403793199,12774090.0
Benin,BEN,Mobile cellular subscriptions,IT.CEL.SETS,403793199,9317955.0
Burkina Faso,BFA,Mobile cellular subscriptions,IT.CEL.SETS,403793199,14446897.0
Bangladesh,BGD,Mobile cellular subscriptions,IT.CEL.SETS,403793199,131375724.0
Bulgaria,BGR,Mobile cellular subscriptions,IT.CEL.SETS,403793199,9194633.0
Bahrain,BHR,Mobile cellular subscriptions,IT.CEL.SETS,403793199,2519055.0
"Bahamas, The",BHS,Mobile cellular subscriptions,IT.CEL.SETS,403793199,311175.0
Bosnia and Herzegovina,BIH,Mobile cellular subscriptions,IT.CEL.SETS,403793199,3443520.0
Belarus,BLR,Mobile cellular subscriptions,IT.CEL.SETS,403793199,11448281.0
Belize,BLZ,Mobile cellular subscriptions,IT.CEL.SETS,403793199,211946.0
Bermuda,BMU,Mobile cellular subscriptions,IT.CEL.SETS,403793199,38000.0
Bolivia,BOL,Mobile cellular subscriptions,IT.CEL.SETS,403793199,10162829.0
Brazil,BRA,Mobile cellular subscriptions,IT.CEL.SETS,403793199,257814274.0
Barbados,BRB,Mobile cellular subscriptions,IT.CEL.SETS,403793199,334792.0
Brunei Darussalam,BRN,Mobile cellular subscriptions,IT.CEL.SETS,403793199,463384.0
Bhutan,BTN,Mobile cellular subscriptions,IT.CEL.SETS,403793199,675747.0
Botswana,BWA,Mobile cellular subscriptions,IT.CEL.SETS,403793199,3475327.0
Central African Republic,CAF,Mobile cellular subscriptions,IT.CEL.SETS,403793199,1242494.0
Canada,CAN,Mobile cellular subscriptions,IT.CEL.SETS,403793199,29765000.0
Central Europe and the Baltics,CEB,Mobile cellular subscriptions,IT.CEL.SETS,403793199,131329757.01
Switzerland,CHE,Mobile cellular subscriptions,IT.CEL.SETS,403793199,11243210.0
Chile,CHL,Mobile cellular subscriptions,IT.CEL.SETS,403793199,23206353.0
China,CHN,Mobile cellular subscriptions,IT.CEL.SETS,403793199,1291984200.0
Cote d'Ivoire,CIV,Mobile cellular subscriptions,IT.CEL.SETS,403793199,25407610.0
Cameroon,CMR,Mobile cellular subscriptions,IT.CEL.SETS,403793199,18160667.0
"Congo, Dem. Rep.",COD,Mobile cellular subscriptions,IT.CEL.SETS,403793199,37752782.0
"Congo, Rep.",COG,Mobile cellular subscriptions,IT.CEL.SETS,403793199,5216000.0
Colombia,COL,Mobile cellular subscriptions,IT.CEL.SETS,403793199,57327470.0
Comoros,COM,Mobile cellular subscriptions,IT.CEL.SETS,403793199,424786.0
Cabo Verde,CPV,Mobile cellular subscriptions,IT.CEL.SETS,403793199,611468.0
Costa Rica,CRI,Mobile cellular subscriptions,IT.CEL.SETS,403793199,7535599.0
Caribbean small states,CSS,Mobile cellular subscriptions,IT.CEL.SETS,403793199,8158698.0
Cuba,CUB,Mobile cellular subscriptions,IT.CEL.SETS,403793199,3335346.0
Curacao,CUW,Mobile cellular subscriptions,IT.CEL.SETS,403793199,190489.0
Cayman Islands,CYM,Mobile cellular subscriptions,IT.CEL.SETS,403793199,93244.0
Cyprus,CYP,Mobile cellular subscriptions,IT.CEL.SETS,403793199,1111123.0
Czechia,CZE,Mobile cellular subscriptions,IT.CEL.SETS,403793199,12454575.01
Germany,DEU,Mobile cellular subscriptions,IT.CEL.SETS,403793199,96360000.0
Djibouti,DJI,Mobile cellular subscriptions,IT.CEL.SETS,403793199,314350.0
Dominica,DMA,Mobile cellular subscriptions,IT.CEL.SETS,403793199,77254.0
Denmark,DNK,Mobile cellular subscriptions,IT.CEL.SETS,403793199,7079249.0
Dominican Republic,DOM,Mobile cellular subscriptions,IT.CEL.SETS,403793199,8797247.0
Algeria,DZA,Mobile cellular subscriptions,IT.CEL.SETS,403793199,43227643.0
East Asia & Pacific (excluding high income),EAP,Mobile cellular subscriptions,IT.CEL.SETS,403793199,2094825751.0
Early-demographic dividend,EAR,Mobile cellular subscriptions,IT.CEL.SETS,403793199,2788307228.0
East Asia & Pacific,EAS,Mobile cellular subscriptions,IT.CEL.SETS,403793199,2403227088.0
Europe & Central Asia (excluding high income),ECA,Mobile cellular subscriptions,IT.CEL.SETS,403793199,496810476.0
Europe & Central Asia,ECS,Mobile cellular subscriptions,IT.CEL.SETS,403793199,1122946321.01
Ecuador,ECU,Mobile cellular subscriptions,IT.CEL.SETS,403793199,12943791.0
"Egypt, Arab Rep.",EGY,Mobile cellular subscriptions,IT.CEL.SETS,403793199,94016152.0
Euro area,EMU,Mobile cellular subscriptions,IT.CEL.SETS,403793199,405582487.0
Eritrea,ERI,Mobile cellular subscriptions,IT.CEL.SETS,403793199,475000.0
Spain,ESP,Mobile cellular subscriptions,IT.CEL.SETS,403793199,51067770.0
Estonia,EST,Mobile cellular subscriptions,IT.CEL.SETS,403793199,1903545.0
Ethiopia,ETH,Mobile cellular subscriptions,IT.CEL.SETS,403793199,42311629.0
European Union,EUU,Mobile cellular subscriptions,IT.CEL.SETS,403793199,538923243.01
Fragile and conflict affected situations,FCS,Mobile cellular subscriptions,IT.CEL.SETS,403793199,628063351.0
Finland,FIN,Mobile cellular subscriptions,IT.CEL.SETS,403793199,7396200.0
Fiji,FJI,Mobile cellular subscriptions,IT.CEL.SETS,403793199,965950.0
France,FRA,Mobile cellular subscriptions,IT.CEL.SETS,403793199,66681000.0
Faroe Islands,FRO,Mobile cellular subscriptions,IT.CEL.SETS,403793199,53213.0
"Micronesia, Fed. Sts.",FSM,Mobile cellular subscriptions,IT.CEL.SETS,403793199,22505.0
Gabon,GAB,Mobile cellular subscriptions,IT.CEL.SETS,403793199,2821555.0
United Kingdom,GBR,Mobile cellular subscriptions,IT.CEL.SETS,403793199,79250793.0
Georgia,GEO,Mobile cellular subscriptions,IT.CEL.SETS,403793199,5550730.0
Ghana,GHA,Mobile cellular subscriptions,IT.CEL.SETS,403793199,35008387.0
Gibraltar,GIB,Mobile cellular subscriptions,IT.CEL.SETS,403793199,41441.0
Guinea,GIN,Mobile cellular subscriptions,IT.CEL.SETS,403793199,10764000.0
"Gambia, The",GMB,Mobile cellular subscriptions,IT.CEL.SETS,403793199,2715672.0
Guinea-Bissau,GNB,Mobile cellular subscriptions,IT.CEL.SETS,403793199,1238493.0
Equatorial Guinea,GNQ,Mobile cellular subscriptions,IT.CEL.SETS,403793199,533336.0
Greece,GRC,Mobile cellular subscriptions,IT.CEL.SETS,403793199,12566649.0
Grenada,GRD,Mobile cellular subscriptions,IT.CEL.SETS,403793199,119767.0
Greenland,GRL,Mobile cellular subscriptions,IT.CEL.SETS,403793199,61000.0
Guatemala,GTM,Mobile cellular subscriptions,IT.CEL.SETS,403793199,18121390.0
Guyana,GUY,Mobile cellular subscriptions,IT.CEL.SETS,403793199,542598.0
High income,HIC,Mobile cellular subscriptions,IT.CEL.SETS,403793199,1440354760.01
"Hong Kong SAR, China",HKG,Mobile cellular subscriptions,IT.CEL.SETS,403793199,16724440.0
Honduras,HND,Mobile cellular subscriptions,IT.CEL.SETS,403793199,8048388.0
Heavily indebted poor countries (HIPC),HPC,Mobile cellular subscriptions,IT.CEL.SETS,403793199,483957049.0
Croatia,HRV,Mobile cellular subscriptions,IT.CEL.SETS,403793199,4415660.0
Haiti,HTI,Mobile cellular subscriptions,IT.CEL.SETS,403793199,7300000.0
Hungary,HUN,Mobile cellular subscriptions,IT.CEL.SETS,403793199,9900582.0
IBRD only,IBD,Mobile cellular subscriptions,IT.CEL.SETS,403793199,4669239169.0
IDA & IBRD total,IBT,Mobile cellular subscriptions,IT.CEL.SETS,403793199,5800445669.0
IDA total,IDA,Mobile cellular subscriptions,IT.CEL.SETS,403793199,1131206500.0
IDA blend,IDB,Mobile cellular subscriptions,IT.CEL.SETS,403793199,379375268.0
Indonesia,IDN,Mobile cellular subscriptions,IT.CEL.SETS,403793199,338948340.0
IDA only,IDX,Mobile cellular subscriptions,IT.CEL.SETS,403793199,751831232.0
India,IND,Mobile cellular subscriptions,IT.CEL.SETS,403793199,1001056000.0
Ireland,IRL,Mobile cellular subscriptions,IT.CEL.SETS,403793199,4902009.0
"Iran, Islamic Rep.",IRN,Mobile cellular subscriptions,IT.CEL.SETS,403793199,74218815.0
Iraq,IRQ,Mobile cellular subscriptions,IT.CEL.SETS,403793199,33559000.0
Iceland,ISL,Mobile cellular subscriptions,IT.CEL.SETS,403793199,383919.0
Israel,ISR,Mobile cellular subscriptions,IT.CEL.SETS,403793199,10570000.0
Italy,ITA,Mobile cellular subscriptions,IT.CEL.SETS,403793199,87691238.0
Jamaica,JAM,Mobile cellular subscriptions,IT.CEL.SETS,403793199,3137213.0
Jordan,JOR,Mobile cellular subscriptions,IT.CEL.SETS,403793199,13797968.0
Japan,JPN,Mobile cellular subscriptions,IT.CEL.SETS,403793199,160559734.0
Kazakhstan,KAZ,Mobile cellular subscriptions,IT.CEL.SETS,403793199,26309300.0
Kenya,KEN,Mobile cellular subscriptions,IT.CEL.SETS,403793199,37715944.0
Kyrgyz Republic,KGZ,Mobile cellular subscriptions,IT.CEL.SETS,403793199,7579439.0
Cambodia,KHM,Mobile cellular subscriptions,IT.CEL.SETS,403793199,20850543.0
Kiribati,KIR,Mobile cellular subscriptions,IT.CEL.SETS,403793199,41000.0
St. Kitts and Nevis,KNA,Mobile cellular subscriptions,IT.CEL.SETS,403793199,73009.0
"Korea, Rep.",KOR,Mobile cellular subscriptions,IT.CEL.SETS,403793199,58935081.0
Kuwait,KWT,Mobile cellular subscriptions,IT.CEL.SETS,403793199,7664743.0
Latin America & Caribbean (excluding high income),LAC,Mobile cellular subscriptions,IT.CEL.SETS,403793199,623760456.0
Lao PDR,LAO,Mobile cellular subscriptions,IT.CEL.SETS,403793199,3727162.0
Lebanon,LBN,Mobile cellular subscriptions,IT.CEL.SETS,403793199,4657651.0
Liberia,LBR,Mobile cellular subscriptions,IT.CEL.SETS,403793199,3652000.0
Libya,LBY,Mobile cellular subscriptions,IT.CEL.SETS,403793199,9747080.0
St. Lucia,LCA,Mobile cellular subscriptions,IT.CEL.SETS,403793199,187741.0
Latin America & Caribbean,LCN,Mobile cellular subscriptions,IT.CEL.SETS,403793199,694215598.0
Least developed countries: UN classification,LDC,Mobile cellular subscriptions,IT.CEL.SETS,403793199,635394324.0
Low income,LIC,Mobile cellular subscriptions,IT.CEL.SETS,403793199,311800646.0
Liechtenstein,LIE,Mobile cellular subscriptions,IT.CEL.SETS,403793199,40950.0
Sri Lanka,LKA,Mobile cellular subscriptions,IT.CEL.SETS,403793199,23899642.0
Lower middle income,LMC,Mobile cellular subscriptions,IT.CEL.SETS,403793199,2435392306.0
Low & middle income,LMY,Mobile cellular subscriptions,IT.CEL.SETS,403793199,5662199227.0
Lesotho,LSO,Mobile cellular subscriptions,IT.CEL.SETS,403793199,2140141.0
Late-demographic dividend,LTE,Mobile cellular subscriptions,IT.CEL.SETS,403793199,2448042610.0
Lithuania,LTU,Mobile cellular subscriptions,IT.CEL.SETS,403793199,4184053.0
Luxembourg,LUX,Mobile cellular subscriptions,IT.CEL.SETS,403793199,806800.0
Latvia,LVA,Mobile cellular subscriptions,IT.CEL.SETS,403793199,2590000.0
"Macao SAR, China",MAC,Mobile cellular subscriptions,IT.CEL.SETS,403793199,1896097.0
Morocco,MAR,Mobile cellular subscriptions,IT.CEL.SETS,403793199,43079696.0
Monaco,MCO,Mobile cellular subscriptions,IT.CEL.SETS,403793199,34020.0
Moldova,MDA,Mobile cellular subscriptions,IT.CEL.SETS,403793199,3713137.0
Madagascar,MDG,Mobile cellular subscriptions,IT.CEL.SETS,403793199,10693765.0
Maldives,MDV,Mobile cellular subscriptions,IT.CEL.SETS,403793199,739790.0
Middle East & North Africa,MEA,Mobile cellular subscriptions,IT.CEL.SETS,403793199,466483163.0
Mexico,MEX,Mobile cellular subscriptions,IT.CEL.SETS,403793199,107688282.0
Marshall Islands,MHL,Mobile cellular subscriptions,IT.CEL.SETS,403793199,15500.0
Middle income,MIC,Mobile cellular subscriptions,IT.CEL.SETS,403793199,5350398581.0
North Macedonia,MKD,Mobile cellular subscriptions,IT.CEL.SETS,403793199,2083583.0
Mali,MLI,Mobile cellular subscriptions,IT.CEL.SETS,403793199,22698915.0
Malta,MLT,Mobile cellular subscriptions,IT.CEL.SETS,403793199,524161.0
Myanmar,MMR,Mobile cellular subscriptions,IT.CEL.SETS,403793199,40993717.0
Middle East & North Africa (excluding high income),MNA,Mobile cellular subscriptions,IT.CEL.SETS,403793199,364079454.0
Montenegro,MNE,Mobile cellular subscriptions,IT.CEL.SETS,403793199,1007890.0
Mongolia,MNG,Mobile cellular subscriptions,IT.CEL.SETS,403793199,3068156.0
Mozambique,MOZ,Mobile cellular subscriptions,IT.CEL.SETS,403793199,20134932.0
Mauritania,MRT,Mobile cellular subscriptions,IT.CEL.SETS,403793199,3644483.0
Mauritius,MUS,Mobile cellular subscriptions,IT.CEL.SETS,403793199,1762300.0
Malawi,MWI,Mobile cellular subscriptions,IT.CEL.SETS,403793199,6566707.0
Malaysia,MYS,Mobile cellular subscriptions,IT.CEL.SETS,403793199,44104000.0
North America,NAC,Mobile cellular subscriptions,IT.CEL.SETS,403793199,361904000.0
